"sentence","src_label","tgt_label","link_type"
"Ex Trump Advisor Steve Bannon Charged with Fraud A court in New York charged on Thursday Steve Bannon, the controversial former chief strategist for U.S. president Donald Trump, with fraud in connection with a fundraising campaign aimed to build a wall between Mexico and the United States.","New York","United States","WITHIN"
"It was created on June 14 by someone who used the initials D.F. and called for the US Attorney General to investigate allegations of payments being made by Mikhail Khodorkovsky, a wealthy businessman who served time in prison after falling out with Russian Federation President Vladimir Putin, to US President Barack Obama.","Vladimir Putin","Mikhail Khodorkovsky","ANTAGONIST"
"Ex Trump Advisor Steve Bannon Charged with Fraud A court in New York charged on Thursday Steve Bannon, the controversial former chief strategist for U.S. president Donald Trump, with fraud in connection with a fundraising campaign aimed to build a wall between Mexico and the United States.","New York","U.S","WITHIN"
"Later, the prosecutor’s office confirmed that key to their case has been data leaked in the Paradise Papers, a global investigation led by Süddeutsche Zeitung and the International Consortium of Investigative Journalists.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
"RUSSIA: THE CELLIST AND THE LAWYER Banking records obtained by OCCRP show that cellist Sergei Roldugin, Russian President Vladimir Putin’s old friend, received money from an offshore company at about the same time it was being used to steal money from the Russian government in the notorious Sergei Magnitsky case.","Sergei Roldugin","Vladimir Putin","ASSOCIATE"
"RUSSIA: THE CELLIST AND THE LAWYER Banking records obtained by OCCRP show that cellist Sergei Roldugin, Russian President Vladimir Putin’s old friend, received money from an offshore company at about the same time it was being used to steal money from the Russian government in the notorious Sergei Magnitsky case.","Vladimir Putin","Sergei Magnitsky","INDIRECT"
" Both Chera and Adjmi are part of New York’s Syrian Jewish community, of which several members are powerful players in Manhattan's real estate market.","Manhattan","New York","WITHIN"
" Both Prime Minister Aleksandar Vucic and Belgrade Mayor Sinisa Mali denied any involvement of city or state institutions in the destruction of the neighborhood, and stated that they have no information on who might be responsible.","Sinisa Mali","Aleksandar Vucic","ASSOCIATE"
"Azerbaijan Fails to Investigate Harassment of OCCRP Reporter By Valerie Hopkins Azerbaijani journalist and OCCRP Regional Coordinator “The evidence shows that the government agencies were involved in the crime and prosecutor’s office fails to act as an independent investigative body,” said Ismayilova.","Ismayilova","OCCRP","EMPLOYEE"
" Ismayilova is a reporter for Radio Free Europe and hosts a popular radio show.","Ismayilova","Radio Free Europe","EMPLOYEE"
" The European Commission is due to report July 23 on whether Bulgaria is up to snuff on reforms it promised to make when the country joined the European Union (EU) in January 2007.","European Commission","EU","ASSOCIATE"
" The European Commission is due to report July 23 on whether Bulgaria is up to snuff on reforms it promised to make when the country joined the European Union (EU) in January 2007.","European Commission","European Union","ASSOCIATE"
" The European Commission is due to report July 23 on whether Bulgaria is up to snuff on reforms it promised to make when the country joined the European Union (EU) in January 2007.","European Commission","EU","ASSOCIATE"
" The European Commission is due to report July 23 on whether Bulgaria is up to snuff on reforms it promised to make when the country joined the European Union (EU) in January 2007.","European Commission","European Union","ASSOCIATE"
" ruled that Karin Strenz, an MP from Chancellor Angela Merkel’s Christian Democratic party (CDU), broke parliamentary rules on declaring external income by failing to disclose money and gifts she received from Azerbaijani lobbyists.","Karin Strenz","Angela Merkel","INDIRECT"
"Canada Busts Guns-for-drugs Ring Canadian cops collected cocaine, 47 guns, 18 vehicles and black-market Viagra, and arrested 27 people after pre-dawn raids across the greater “We are shocked by the extent of the criminal enterprise that we have uncovered in this investigation,” The case began two years ago, when Since various doings in But In recent months, the European Commission froze funding for all EU aid programs that started running before In a recent interview with the Dnevnik daily, EU Commissioner for Regional Policy Danuta Huebner said that the government's handling of the road fund issues ""will be a test for (Deputy PM Meglena) Plugchieva, who was appointed in April to coordinate the distribution of EU funds, said the decision Wednesday to suspend the projects was ""a result of the self-control measures undertaken by the government.""","European Commission","EU","ASSOCIATE"
" ruled that Karin Strenz, an MP from Chancellor Angela Merkel’s Christian Democratic party (CDU), broke parliamentary rules on declaring external income by failing to disclose money and gifts she received from Azerbaijani lobbyists.","Karin Strenz","Azerbaijani","ASSOCIATE"
" ruled that Karin Strenz, an MP from Chancellor Angela Merkel’s Christian Democratic party (CDU), broke parliamentary rules on declaring external income by failing to disclose money and gifts she received from Azerbaijani lobbyists.","Karin Strenz","CDU","MEMBER"
" ruled that Karin Strenz, an MP from Chancellor Angela Merkel’s Christian Democratic party (CDU), broke parliamentary rules on declaring external income by failing to disclose money and gifts she received from Azerbaijani lobbyists.","Karin Strenz","CDU","MEMBER"
" The Estonian branch of Danske Bank, Denmark’s biggest bank, closed the accounts of several companies in 2013 after realizing they had been used to launder huge amounts of money, among others by a member of Vladimir Putin’s family and Russia’s intelligence service, the FSB.","Vladimir Putin","FSB","ASSOCIATE"
"President’s Family Benefits from Eurovision Hall By Khadija Ismayilova, OCCRP, Radio Free Europe/Radio Liberty Later this month, the eyes of the world will be focused on a shimmering glass and steel building newly erected on the shores of the Caspian Sea to welcome the pop stars and television crews from more than 40 European countries who will broadcast the Eurovision Song Contest 2012 spectacle.","Khadija Ismayilova","OCCRP","EMPLOYEE"
"An investigation by the Organized Crime and Corruption Reporting Project (OCCRP) and Radio Free Europe/Radio Liberty has discovered that the first family is personally profiting from the massive construction project through its hidden ownership in the AZENCO construction company.","Radio Free Europe/Radio Liberty","Organized Crime and Corruption Reporting Project","BUSINESS"
"The official newspaper of the agency for privatization of state property in Azerbaijan announced in 2010 that Baku-based Interenerji MMC acquired 97.5 percent of the shares of AZENCO.","Baku","Azerbaijan","WITHIN"
" Bakker said the city of Baku commissioned the multi-functional indoor venue before Azerbaijan won Eurovision. “","Baku","Azerbaijan","WITHIN"
"If he is unwilling to do so, Congress must do everything in our power to appropriately adjust U.S. assistance to the Guatemalan government,” Representative Eliot L. Engel of New York warned in a statement.","New York","U.S","WITHIN"
"The watchdog has asked the Public Prosecutor’s Office in Berlin to investigative whether the two officials, MP Karin Strenz (Christian Democratic Union of Germany) and former MP Eduard Lintner (Christian Social Union in Bavaria), are in violation of the “The prosecutor must check whether there are sufficient indications of an initial suspicion of abusive bribery, which must be processed criminally.","Karin Strenz","Eduard Lintner","ASSOCIATE"
" In announcing the reforms, Kamchybek Tashiev, the newly appointed head of the national security service, cited the journalistic investigation on Matraimov, published in June by RFE/RL, OCCRP, Bellingcat and Kloop.","RFE/RL","OCCRP","BUSINESS"
" The Estonian branch of Danske Bank, Denmark’s biggest bank, closed the accounts of several companies in 2013 after realizing they had been used to launder huge amounts of money, among others by a member of Vladimir Putin’s family and Russia’s intelligence service, the FSB.","Vladimir Putin","Russia","MANAGER"
"UK Forces Son of Jailed Moldovan ex-PM to Forfeit Cash A London court last week ordered the son of the former Prime Minister of Moldova to hand over nearly half a million pounds following an investigation conducted by the UK’s National Crime Agency.","London","UK","WITHIN"
"Commerzbank Fined Over Loose Anti-Money Laundering System The UK’s Financial Conduct Authority (FCA) has fined the London branch of Frankfurt-based Commerzbank 37.8 million British pounds (US$47.3 million) for it’s failure to implement adequate anti-money laundering (AML) controls between October 2012 and September 2017.","London","UK","WITHIN"
" Journalists suspected Karin Strenz back in 2017 of receiving payments from Azerbaijan through a firm that lobbied for the regime.","Karin Strenz","Azerbaijan","ASSOCIATE"
"The watchdog has asked the Public Prosecutor’s Office in Berlin to investigative whether the two officials, MP Karin Strenz (Christian Democratic Union of Germany) and former MP Eduard Lintner (Christian Social Union in Bavaria), are in violation of the “The prosecutor must check whether there are sufficient indications of an initial suspicion of abusive bribery, which must be processed criminally.","Eduard Lintner","Christian Social Union","MEMBER"
